article_title,revision_id,country,article_quality,population,region
Abiola Ajimobi,1243007525.0,Nigeria,C,223.8,WESTERN AFRICA
Princess Pat Ajudua,1224579746.0,Nigeria,Start,223.8,WESTERN AFRICA
Kayode Ajulo,1250441949.0,Nigeria,C,223.8,WESTERN AFRICA
Christopher Pere Ajuwa,1244830459.0,Nigeria,C,223.8,WESTERN AFRICA
Janet Akinrinade,1191877008.0,Nigeria,Start,223.8,WESTERN AFRICA
Oloye Akin Alabi,1244486498.0,Nigeria,C,223.8,WESTERN AFRICA
Timi Alaibe,1244807145.0,Nigeria,C,223.8,WESTERN AFRICA
Tayo Alasoadura,1224409517.0,Nigeria,Start,223.8,WESTERN AFRICA
Alhaji Idi Farouk,1249041934.0,Nigeria,Start,223.8,WESTERN AFRICA
Ali Isa,1240307688.0,Nigeria,Start,223.8,WESTERN AFRICA
Zainab Abubakar Alman,1220763279.0,Nigeria,Start,223.8,WESTERN AFRICA
William Nwankwo Alo,1231515204.0,Nigeria,C,223.8,WESTERN AFRICA
Temitope Aluko,1206822680.0,Nigeria,Start,223.8,WESTERN AFRICA
Akinwunmi Ambode,1246220569.0,Nigeria,C,223.8,WESTERN AFRICA
Chima Anyaso,1126818356.0,Nigeria,Stub,223.8,WESTERN AFRICA
Benjamin Anyene,1242620558.0,Nigeria,Start,223.8,WESTERN AFRICA
Patrick Asadu,1236133136.0,Nigeria,Stub,223.8,WESTERN AFRICA
Dapo Folorunsho Asaju,1249147332.0,Nigeria,Start,223.8,WESTERN AFRICA
Tony Ene Asuquo,1246548727.0,Nigeria,Stub,223.8,WESTERN AFRICA
Chris Ayebusiwa,1239442745.0,Nigeria,Start,223.8,WESTERN AFRICA
Yusuf Datti Baba-Ahmed,1242968401.0,Nigeria,C,223.8,WESTERN AFRICA
Hafsat Mohammed Baba,1245241380.0,Nigeria,C,223.8,WESTERN AFRICA
Jibrin Ndagi Baba,1250408724.0,Nigeria,Stub,223.8,WESTERN AFRICA
Musa Babayo,1181607116.0,Nigeria,C,223.8,WESTERN AFRICA
Enitan Badru,1212879104.0,Nigeria,Start,223.8,WESTERN AFRICA
Hadiza Bala Usman,1248013280.0,Nigeria,C,223.8,WESTERN AFRICA
Kande Balarabe,1233724373.0,Nigeria,Stub,223.8,WESTERN AFRICA
Abubakar Tafawa Balewa,1250135459.0,Nigeria,GA,223.8,WESTERN AFRICA
Michael Opeyemi Bamidele,1248817751.0,Nigeria,C,223.8,WESTERN AFRICA
Richard Bamisile,1177423765.0,Nigeria,C,223.8,WESTERN AFRICA
Adebayo Johnson Bankole,1200803605.0,Nigeria,Start,223.8,WESTERN AFRICA
Mohammed Barkindo,1243329720.0,Nigeria,C,223.8,WESTERN AFRICA
Ajibola Basiru,1234051957.0,Nigeria,Start,223.8,WESTERN AFRICA
Sanusi Ado Bayero,1226682853.0,Nigeria,C,223.8,WESTERN AFRICA
Dele Belgore,1190984573.0,Nigeria,Start,223.8,WESTERN AFRICA
Mohammed Bello-Koko,1234143023.0,Nigeria,C,223.8,WESTERN AFRICA
Ahmadu Bello,1246222626.0,Nigeria,C,223.8,WESTERN AFRICA
Babajimi Adegoke Benson,1246220576.0,Nigeria,C,223.8,WESTERN AFRICA
Bisayo Busari-Akinnadeju,1224270625.0,Nigeria,Start,223.8,WESTERN AFRICA
Ibrahim Mohammed Bomai,1248720028.0,Nigeria,C,223.8,WESTERN AFRICA
Alhaji Hassan Dalhat,1041777508.0,Nigeria,Stub,223.8,WESTERN AFRICA
Ibrahim Abdullahi Danbaba,1246598552.0,Nigeria,Start,223.8,WESTERN AFRICA
Ahmed Musa Dangiwa,1200817722.0,Nigeria,C,223.8,WESTERN AFRICA
David Dafinone,1249772100.0,Nigeria,Start,223.8,WESTERN AFRICA
Rukayya Dawayya,1246220020.0,Nigeria,Start,223.8,WESTERN AFRICA
Anamero Sunday Dekeri,1247119892.0,Nigeria,Start,223.8,WESTERN AFRICA
Tonto Dikeh,1246220034.0,Nigeria,C,223.8,WESTERN AFRICA
Dipo Dina,1202540135.0,Nigeria,Start,223.8,WESTERN AFRICA
Bunmi Dipo Salami,1232995202.0,Nigeria,C,223.8,WESTERN AFRICA
Donald Ojogo,1250250353.0,Nigeria,Start,223.8,WESTERN AFRICA
Usman Mamman Durkwa,1197400198.0,Nigeria,Stub,223.8,WESTERN AFRICA
David Edevbie,1249043995.0,Nigeria,C,223.8,WESTERN AFRICA
Yul Edochie,1249801645.0,Nigeria,C,223.8,WESTERN AFRICA
Edwin Clark (politician),1197669418.0,Nigeria,Start,223.8,WESTERN AFRICA
Alex Egbona,1238986408.0,Nigeria,Start,223.8,WESTERN AFRICA
Chris Ekiyor,1213553243.0,Nigeria,Start,223.8,WESTERN AFRICA
Ekperikpe Ekpo,1249260265.0,Nigeria,C,223.8,WESTERN AFRICA
Owoidighe Ekpoatai,1236704701.0,Nigeria,Start,223.8,WESTERN AFRICA
Alex Ekwueme,1249045033.0,Nigeria,C,223.8,WESTERN AFRICA
Uzoma Emenike,1250224226.0,Nigeria,Start,223.8,WESTERN AFRICA
Ken Erics,1246220044.0,Nigeria,C,223.8,WESTERN AFRICA
Tunde Eso,1186199883.0,Nigeria,Start,223.8,WESTERN AFRICA
Effiong Okon Eyo,1179809941.0,Nigeria,Start,223.8,WESTERN AFRICA
Love Ezema,1221676650.0,Nigeria,Stub,223.8,WESTERN AFRICA
Francis Adenigba Fadahunsi,1158624834.0,Nigeria,Stub,223.8,WESTERN AFRICA
Femi Falana,1250200022.0,Nigeria,Start,223.8,WESTERN AFRICA
Ayo Fasanmi,1247053005.0,Nigeria,Start,223.8,WESTERN AFRICA
Ayo Fayose,1248860898.0,Nigeria,C,223.8,WESTERN AFRICA
Babatunde Fowler,1188312683.0,Nigeria,Start,223.8,WESTERN AFRICA
Ismaila Isa Funtua,1218160379.0,Nigeria,Start,223.8,WESTERN AFRICA
Zakariyau Galadima,1246948271.0,Nigeria,Stub,223.8,WESTERN AFRICA
Abdullahi Idris Garba,1185669268.0,Nigeria,Start,223.8,WESTERN AFRICA
Alabo Dakorinama George-Kelly,1216045204.0,Nigeria,Stub,223.8,WESTERN AFRICA
Boma Goodhead,1206181815.0,Nigeria,Start,223.8,WESTERN AFRICA
Abdullahi Abubakar Gumel,1250601261.0,Nigeria,Start,223.8,WESTERN AFRICA
Hadi Sirika,1240578422.0,Nigeria,C,223.8,WESTERN AFRICA
Hamisu Musa,1240396139.0,Nigeria,Stub,223.8,WESTERN AFRICA
Cyril Godwin Hart,1241090533.0,Nigeria,Stub,223.8,WESTERN AFRICA
Herman Hembe,1149491450.0,Nigeria,Stub,223.8,WESTERN AFRICA
Humphrey Omo-Osagie,1144218043.0,Nigeria,Start,223.8,WESTERN AFRICA
Gregory Ibe,1245461287.0,Nigeria,Stub,223.8,WESTERN AFRICA
Akanu Ibiam,1233279599.0,Nigeria,C,223.8,WESTERN AFRICA
Ibrahim Tako,1246222619.0,Nigeria,Start,223.8,WESTERN AFRICA
Eric Kelechi Igwe,1225736304.0,Nigeria,Stub,223.8,WESTERN AFRICA
Dele Gboluga Ikengboju,1236563572.0,Nigeria,Start,223.8,WESTERN AFRICA
Alvan Ikoku,1227608910.0,Nigeria,Start,223.8,WESTERN AFRICA
S.G. Ikoku,1140523065.0,Nigeria,C,223.8,WESTERN AFRICA
Nkechi Ikpeazu,1235151881.0,Nigeria,Start,223.8,WESTERN AFRICA
Terkimbi Ikyange,1202786191.0,Nigeria,Start,223.8,WESTERN AFRICA
Neda Imasuen,1246220457.0,Nigeria,Start,223.8,WESTERN AFRICA
Christopher Imumolen,1220771535.0,Nigeria,Start,223.8,WESTERN AFRICA
Modupe Irele,1193042351.0,Nigeria,Start,223.8,WESTERN AFRICA
Joseph Itotoh,1140514519.0,Nigeria,Stub,223.8,WESTERN AFRICA
Sunday Iyahen,1243726078.0,Nigeria,C,223.8,WESTERN AFRICA
Osaigbovo Iyoha,1232541045.0,Nigeria,Start,223.8,WESTERN AFRICA
Rafiu Jafojo,1246220604.0,Nigeria,Stub,223.8,WESTERN AFRICA
Manasseh Daniel Jatau,1238159613.0,Nigeria,Stub,223.8,WESTERN AFRICA
Ibrahim Usman Jibril,1250601270.0,Nigeria,C,223.8,WESTERN AFRICA
Mercy Johnson,1250924023.0,Nigeria,GA,223.8,WESTERN AFRICA
Alex Kadiri,1250590242.0,Nigeria,Start,223.8,WESTERN AFRICA
Ahmad Babba Kaita,1250601354.0,Nigeria,C,223.8,WESTERN AFRICA
Balarabe Shehu Kakale,1246220838.0,Nigeria,Stub,223.8,WESTERN AFRICA
Dauda Kako Are,1165025935.0,Nigeria,Stub,223.8,WESTERN AFRICA
Onwuka Kalu,1219858469.0,Nigeria,C,223.8,WESTERN AFRICA
Idris Garba Kareka,1243414573.0,Nigeria,Start,223.8,WESTERN AFRICA
Ayodeji Karim,1235211765.0,Nigeria,C,223.8,WESTERN AFRICA
Mariam Yalwaji Katagum,1222702415.0,Nigeria,C,223.8,WESTERN AFRICA
Khalil Halilu,1230812938.0,Nigeria,Start,223.8,WESTERN AFRICA
Kingsley Kuku,1232901103.0,Nigeria,GA,223.8,WESTERN AFRICA
Ibrahim Aminu Kurami,1223117994.0,Nigeria,Stub,223.8,WESTERN AFRICA
Abdulkadir Kure,1249044878.0,Nigeria,Stub,223.8,WESTERN AFRICA
Ahmed Kusamotu,1221714733.0,Nigeria,Start,223.8,WESTERN AFRICA
Isaac Kwallu,1246139130.0,Nigeria,Start,223.8,WESTERN AFRICA
Michael Kwanashie,1246565093.0,Nigeria,C,223.8,WESTERN AFRICA
Abba Kyari,1248451106.0,Nigeria,C,223.8,WESTERN AFRICA
Titilayo Laoye-Tomori,1246888806.0,Nigeria,Start,223.8,WESTERN AFRICA
Albert Legogie,1175840512.0,Nigeria,Stub,223.8,WESTERN AFRICA
Salisu Abubakar Maikasuwa,1246234621.0,Nigeria,Stub,223.8,WESTERN AFRICA
Khamisu Ahmed Mailantarki,1153781449.0,Nigeria,Start,223.8,WESTERN AFRICA
Ibrahim Makama Misau,1248040951.0,Nigeria,Stub,223.8,WESTERN AFRICA
Ahmed Marafa,1249041342.0,Nigeria,Stub,223.8,WESTERN AFRICA
Badiyya Hassan Mashi,1241297432.0,Nigeria,Start,223.8,WESTERN AFRICA
Louis Mbanefo,1246222636.0,Nigeria,C,223.8,WESTERN AFRICA
Sebastian Okechukwu Mezu,1164841567.0,Nigeria,C,223.8,WESTERN AFRICA
Zubby Michael,1249961006.0,Nigeria,C,223.8,WESTERN AFRICA
Mohammed Sani Idriss,1211656983.0,Nigeria,Stub,223.8,WESTERN AFRICA
Danladi Mohammed,1118324123.0,Nigeria,Stub,223.8,WESTERN AFRICA
Janet Nwadiogo Mokelu,1057572468.0,Nigeria,Start,223.8,WESTERN AFRICA
Fati Muhammad,1246220058.0,Nigeria,Start,223.8,WESTERN AFRICA
Sunusi Musa,1214808205.0,Nigeria,Start,223.8,WESTERN AFRICA
Saliu Mustapha,1250321633.0,Nigeria,Start,223.8,WESTERN AFRICA
Umar Namadi,1250601272.0,Nigeria,Start,223.8,WESTERN AFRICA
Muhammad Mamman Nami,1200771302.0,Nigeria,Start,223.8,WESTERN AFRICA
Ajuri Ngelale,1246148444.0,Nigeria,C,223.8,WESTERN AFRICA
Suleiman Oba Nimota,1147339670.0,Nigeria,Start,223.8,WESTERN AFRICA
Uchechukwu Nnam-Obi,1242953473.0,Nigeria,Stub,223.8,WESTERN AFRICA
Frank Nneji,1221528261.0,Nigeria,Start,223.8,WESTERN AFRICA
Justin Nnorom,1210096515.0,Nigeria,Start,223.8,WESTERN AFRICA
Blessing Nwagba,1180361858.0,Nigeria,Start,223.8,WESTERN AFRICA
Dozie Nwankwo,1216142634.0,Nigeria,Start,223.8,WESTERN AFRICA
Nnia Nwodo,1248330373.0,Nigeria,Start,223.8,WESTERN AFRICA
Oba C. D. Akran,1140518309.0,Nigeria,Stub,223.8,WESTERN AFRICA
Patrick Obahiagbon,1191433333.0,Nigeria,Start,223.8,WESTERN AFRICA
Gaius Obaseki,1238316276.0,Nigeria,Start,223.8,WESTERN AFRICA
Peter Odey,1249042317.0,Nigeria,C,223.8,WESTERN AFRICA
Bernard Odoh,1246220787.0,Nigeria,C,223.8,WESTERN AFRICA
Godwin Ogbaga,1249702099.0,Nigeria,Start,223.8,WESTERN AFRICA
Chigozie Ogbu,1241972007.0,Nigeria,Stub,223.8,WESTERN AFRICA
Osita Ogbu,1249458548.0,Nigeria,C,223.8,WESTERN AFRICA
Chris Ogiemwonyi,1188502780.0,Nigeria,C,223.8,WESTERN AFRICA
Clem Ohameze,1246220069.0,Nigeria,Start,223.8,WESTERN AFRICA
Abubakar Sadiku Ohere,1250563956.0,Nigeria,C,223.8,WESTERN AFRICA
Sinatu Ojikutu,1140522870.0,Nigeria,Start,223.8,WESTERN AFRICA
Edward Ikem Okeke,1141350487.0,Nigeria,Start,223.8,WESTERN AFRICA
J. O. J. Okezie,1246965044.0,Nigeria,Stub,223.8,WESTERN AFRICA
Kenneth Okonkwo,1246220072.0,Nigeria,Start,223.8,WESTERN AFRICA
Daniel Okungbowa,1246220482.0,Nigeria,Start,223.8,WESTERN AFRICA
Doyin Okupe,1247060831.0,Nigeria,GA,223.8,WESTERN AFRICA
Samson Okwu,1159264529.0,Nigeria,Start,223.8,WESTERN AFRICA
Alabi Hassan Olajoku,1169612000.0,Nigeria,C,223.8,WESTERN AFRICA
Ali Olanusi,1158721985.0,Nigeria,Start,223.8,WESTERN AFRICA
Raheem Olawuyi,1140522153.0,Nigeria,Stub,223.8,WESTERN AFRICA
Funmilayo Olayinka,1230459371.0,Nigeria,C,223.8,WESTERN AFRICA
Folake Olunloyo,1245626495.0,Nigeria,Start,223.8,WESTERN AFRICA
Evelyn Omavowan Oboro,1241784585.0,Nigeria,Stub,223.8,WESTERN AFRICA
Adedayo Omolafe,1177285621.0,Nigeria,Start,223.8,WESTERN AFRICA
Emmanuel Onwe,1244578373.0,Nigeria,C,223.8,WESTERN AFRICA
D. K. Onwenu,1243230589.0,Nigeria,Stub,223.8,WESTERN AFRICA
Nkeiruka Onyejeocha,1177240756.0,Nigeria,C,223.8,WESTERN AFRICA
Wenike Opurum Briggs,1250419442.0,Nigeria,C,223.8,WESTERN AFRICA
Kayode Otitoju,1250590195.0,Nigeria,Start,223.8,WESTERN AFRICA
Luqman Oyebisi Ilaka,1243032430.0,Nigeria,Start,223.8,WESTERN AFRICA
Gboyega Oyetola,1246797559.0,Nigeria,C,223.8,WESTERN AFRICA
Amal Pepple,1228528579.0,Nigeria,Start,223.8,WESTERN AFRICA
Prince B.B Apugo,1246487385.0,Nigeria,Start,223.8,WESTERN AFRICA
Dikko Umar Radda,1248858099.0,Nigeria,C,223.8,WESTERN AFRICA
Gbadebo Rhodes-Vivour,1245870190.0,Nigeria,GA,223.8,WESTERN AFRICA
Rufai Hanga,1242932427.0,Nigeria,Stub,223.8,WESTERN AFRICA
Saheed Popoola,1211497548.0,Nigeria,Start,223.8,WESTERN AFRICA
Iziaq Adekunle Salako,1246732640.0,Nigeria,Start,223.8,WESTERN AFRICA
Bamidele Salam,1240825566.0,Nigeria,C,223.8,WESTERN AFRICA
Thompson Salubi,1207104477.0,Nigeria,Start,223.8,WESTERN AFRICA
Yabagi Sani,1249041750.0,Nigeria,Start,223.8,WESTERN AFRICA
Sanusi Ohiare,1215474601.0,Nigeria,C,223.8,WESTERN AFRICA
Olusola Saraki,1249041363.0,Nigeria,C,223.8,WESTERN AFRICA
Mamman Shata,1227339915.0,Nigeria,C,223.8,WESTERN AFRICA
Garba Shehu,1250601333.0,Nigeria,C,223.8,WESTERN AFRICA
Mustapha Baba Shehuri,1244587845.0,Nigeria,Start,223.8,WESTERN AFRICA
Terhemba Shija,1140522160.0,Nigeria,Stub,223.8,WESTERN AFRICA
Moses Shipi,1186613019.0,Nigeria,Start,223.8,WESTERN AFRICA
Kunle Soname,1220848508.0,Nigeria,Start,223.8,WESTERN AFRICA
Otunba Fatai Sowemimo,1220229522.0,Nigeria,Start,223.8,WESTERN AFRICA
Omoyele Sowore treason charges,1248583203.0,Nigeria,C,223.8,WESTERN AFRICA
Olaokun Soyinka,1248925413.0,Nigeria,Start,223.8,WESTERN AFRICA
Abubakar Y. Suleiman,1248763179.0,Nigeria,Stub,223.8,WESTERN AFRICA
Sunday Cyriacus Umeha,1247120279.0,Nigeria,Start,223.8,WESTERN AFRICA
Nkiru Sylvanus,1246220078.0,Nigeria,C,223.8,WESTERN AFRICA
Ibrahim Tahir,1248763321.0,Nigeria,Start,223.8,WESTERN AFRICA
Oshodi Tapa,1216657149.0,Nigeria,C,223.8,WESTERN AFRICA
Tomiwa Aladekomo,1247119888.0,Nigeria,C,223.8,WESTERN AFRICA
Bridget Twar,1149479906.0,Nigeria,Stub,223.8,WESTERN AFRICA
Titus Uba,1246627224.0,Nigeria,Start,223.8,WESTERN AFRICA
Ifeanyi Uchendu,1229889299.0,Nigeria,Stub,223.8,WESTERN AFRICA
S. K. E. Udeh-Okoye,1136131935.0,Nigeria,Start,223.8,WESTERN AFRICA
Charles Udoh,1250273545.0,Nigeria,Start,223.8,WESTERN AFRICA
Bob-Manuel Udokwu,1246468161.0,Nigeria,Start,223.8,WESTERN AFRICA
Ugorji Okechuwu Ugorji,1247120199.0,Nigeria,C,223.8,WESTERN AFRICA
Laz Unaogu,1250550076.0,Nigeria,Start,223.8,WESTERN AFRICA
Usman Bello Kumo,1173985656.0,Nigeria,Start,223.8,WESTERN AFRICA
Mariatu Bala Usman,1192201627.0,Nigeria,Stub,223.8,WESTERN AFRICA
Musa Usman,1178635537.0,Nigeria,Start,223.8,WESTERN AFRICA
Maryam Uwais,1242701558.0,Nigeria,C,223.8,WESTERN AFRICA
Ebikabowei Victor-Ben,1207390094.0,Nigeria,Start,223.8,WESTERN AFRICA
Adolphus Wabara,1248909385.0,Nigeria,C,223.8,WESTERN AFRICA
Francis E. Waive,1226013667.0,Nigeria,Start,223.8,WESTERN AFRICA
Wale Oladipo,1224493610.0,Nigeria,C,223.8,WESTERN AFRICA
Ezekiel Warigbani,1245604782.0,Nigeria,Stub,223.8,WESTERN AFRICA
John Wash Pam,1227314171.0,Nigeria,Stub,223.8,WESTERN AFRICA
Abdullahi Wuse,1140523031.0,Nigeria,Stub,223.8,WESTERN AFRICA
Yahaya Madawaki,1229838076.0,Nigeria,C,223.8,WESTERN AFRICA
Yusuf Buba Yakub,1249384599.0,Nigeria,C,223.8,WESTERN AFRICA
Yakubu Umar Barde,1216648097.0,Nigeria,Stub,223.8,WESTERN AFRICA
Binos Dauda Yaroe,1226318030.0,Nigeria,C,223.8,WESTERN AFRICA
Saleh Shehu Yipmong,1201221700.0,Nigeria,Start,223.8,WESTERN AFRICA
Yusuf Adamu Gagdi,1236859640.0,Nigeria,Stub,223.8,WESTERN AFRICA
Amina Zakari,1151698875.0,Nigeria,C,223.8,WESTERN AFRICA
Mohamed Akotey,1191924002.0,Niger,Start,27.2,WESTERN AFRICA
Oumar Ba,1177650193.0,Niger,Stub,27.2,WESTERN AFRICA
Alidou Barkire,1241584739.0,Niger,Stub,27.2,WESTERN AFRICA
Boubacar Hama Beidi,1240799135.0,Niger,Start,27.2,WESTERN AFRICA
Mano Dayak,1241601548.0,Niger,Start,27.2,WESTERN AFRICA
Moussa Moumouni Djermakoye,1227768407.0,Niger,C,27.2,WESTERN AFRICA
Abdoulkarim Goukoye,1167401003.0,Niger,Stub,27.2,WESTERN AFRICA
Marcel Inné,1231186682.0,Niger,Start,27.2,WESTERN AFRICA
Souleymane Ly,1231188815.0,Niger,Start,27.2,WESTERN AFRICA
Mohamadou Djibrilla Maïga,1191916353.0,Niger,Stub,27.2,WESTERN AFRICA
Sa'adatu Kolo,1152460082.0,Niger,Start,27.2,WESTERN AFRICA
Issoufou Saidou-Djermakoye,1177650722.0,Niger,Stub,27.2,WESTERN AFRICA
Issoufou Sidibé,1227762370.0,Niger,C,27.2,WESTERN AFRICA
Yacouba Sido,1177650740.0,Niger,Stub,27.2,WESTERN AFRICA
Sadou Soloké,1172866016.0,Niger,Stub,27.2,WESTERN AFRICA
Saloum Traoré,747227236.0,Niger,Stub,27.2,WESTERN AFRICA
Djibo Yacouba,1238216072.0,Niger,Start,27.2,WESTERN AFRICA
Einar Thambarskelfir,1145167838.0,Norway,C,5.5,NORTHERN EUROPE
Salim bin Nasir bin Said Al Aufi,1241251699.0,Oman,Start,5.0,WESTERN ASIA
Saud bin Hamoud bin Ahmed Al Habsi,1241249063.0,Oman,Start,5.0,WESTERN ASIA
Saeed bin Hamoud bin Saeed al Maawali,1241250370.0,Oman,Start,5.0,WESTERN ASIA
Salem bin Mohammed Al Mahrouqi,1248129143.0,Oman,Start,5.0,WESTERN ASIA
Mohammed bin Said bin Khalfan Al Mamari,1241252689.0,Oman,Start,5.0,WESTERN ASIA
Said bin Mohammed bin Ahmed Al Saqri,1241250445.0,Oman,Start,5.0,WESTERN ASIA
Qais Mohammed Al Yousef,1249877304.0,Oman,Stub,5.0,WESTERN ASIA
Khalfan bin Saeed bin Mubarak al-Shueili,1241250091.0,Oman,Start,5.0,WESTERN ASIA
Yusuf bin Alawi bin Abdullah,1245440780.0,Oman,C,5.0,WESTERN ASIA
Asa'ad bin Tariq,1229583882.0,Oman,Start,5.0,WESTERN ASIA
Mahad Said Baawain,1241251598.0,Oman,Start,5.0,WESTERN ASIA
Khalid bin Hilal Al Busaidi,1241131635.0,Oman,Stub,5.0,WESTERN ASIA
Malek Bin Sulaiman Al Ma'amari,1249356132.0,Oman,Stub,5.0,WESTERN ASIA
Khalid Al Mawali,1248475848.0,Oman,Stub,5.0,WESTERN ASIA
Moosa AbdulRahman Hassan,1216573194.0,Oman,C,5.0,WESTERN ASIA
Abdullah Al Saidi,1241135391.0,Oman,Start,5.0,WESTERN ASIA
Hilal Al Sarmi,1250016264.0,Oman,Stub,5.0,WESTERN ASIA
Shihab bin Tariq,1249749949.0,Oman,C,5.0,WESTERN ASIA
Sultan bin Salem al-Habsi,1241135173.0,Oman,Stub,5.0,WESTERN ASIA
Taimur bin Asa'ad,1242707228.0,Oman,Stub,5.0,WESTERN ASIA
Fahr bin Taimur,1250254789.0,Oman,Start,5.0,WESTERN ASIA
Abdelrahman al-Dajani,1244326603.0,Palestinian Territory,Stub,5.5,WESTERN ASIA
Ziad Abu Ein,1249943445.0,Palestinian Territory,C,5.5,WESTERN ASIA
Abu Omar Hassan,1249128280.0,Palestinian Territory,Stub,5.5,WESTERN ASIA
Ibrahim Abu-Lughod,1183991193.0,Palestinian Territory,C,5.5,WESTERN ASIA
Abdul-Ghani Al-Karmi,1242435573.0,Palestinian Territory,C,5.5,WESTERN ASIA
Hossam Arafat (politician),1242025758.0,Palestinian Territory,Stub,5.5,WESTERN ASIA
Salah al-Bardawil,1237818280.0,Palestinian Territory,Start,5.5,WESTERN ASIA
Mohammad Barghouti,1237838783.0,Palestinian Territory,Stub,5.5,WESTERN ASIA
Omar Barghouti,1250015427.0,Palestinian Territory,C,5.5,WESTERN ASIA
Fouad Bseiso,1150980915.0,Palestinian Territory,Stub,5.5,WESTERN ASIA
Aref al-Dajani,1242025925.0,Palestinian Territory,Start,5.5,WESTERN ASIA
Ahmad Agha Duzdar,1243507818.0,Palestinian Territory,Start,5.5,WESTERN ASIA
Samir Abu Eisheh,1187367785.0,Palestinian Territory,Stub,5.5,WESTERN ASIA
Faidi al-Alami,1242026097.0,Palestinian Territory,C,5.5,WESTERN ASIA
Sulayman Al-Taji Faruqi,1247826532.0,Palestinian Territory,GA,5.5,WESTERN ASIA
Zaki al-Ghul,1175802577.0,Palestinian Territory,Stub,5.5,WESTERN ASIA
Fadi al-Hadami,1250904504.0,Palestinian Territory,Stub,5.5,WESTERN ASIA
Amin Abd al-Hadi,1242026041.0,Palestinian Territory,Stub,5.5,WESTERN ASIA
Ghazi Hamad,1248646565.0,Palestinian Territory,GA,5.5,WESTERN ASIA
Osama Hamdan,1242587109.0,Palestinian Territory,C,5.5,WESTERN ASIA
Hajj Essa Hamed,1163844068.0,Palestinian Territory,Start,5.5,WESTERN ASIA
Yahya Hammuda,1245328118.0,Palestinian Territory,Start,5.5,WESTERN ASIA
Muhammad Nimr al-Hawari,1233181500.0,Palestinian Territory,C,5.5,WESTERN ASIA
Ahmed Hilmi Pasha,1249983397.0,Palestinian Territory,C,5.5,WESTERN ASIA
Musa al-Husayni,1239246704.0,Palestinian Territory,GA,5.5,WESTERN ASIA
Salim al-Husayni,1242025951.0,Palestinian Territory,Stub,5.5,WESTERN ASIA
Amin al-Husseini,1240504249.0,Palestinian Territory,B,5.5,WESTERN ASIA
Jamil Mezher,1242788590.0,Palestinian Territory,Start,5.5,WESTERN ASIA
Ramiz Jaraisy,1242026198.0,Palestinian Territory,Stub,5.5,WESTERN ASIA
Hussam ad-Din Jarallah,1242025822.0,Palestinian Territory,Start,5.5,WESTERN ASIA
Majdi Khaldi,1176162219.0,Palestinian Territory,C,5.5,WESTERN ASIA
Khaled Aref,1242025839.0,Palestinian Territory,Start,5.5,WESTERN ASIA
Ahmed Khalidi,1184254007.0,Palestinian Territory,Stub,5.5,WESTERN ASIA
Ruhi Khalidi,1250320337.0,Palestinian Territory,C,5.5,WESTERN ASIA
Majdi al-Saleh,1245493417.0,Palestinian Territory,Start,5.5,WESTERN ASIA
Osama Mazini,1237977575.0,Palestinian Territory,Start,5.5,WESTERN ASIA
Isra al-Modallal,1211862876.0,Palestinian Territory,Start,5.5,WESTERN ASIA
Walid Muaqqat,1242026384.0,Palestinian Territory,GA,5.5,WESTERN ASIA
Musa Faidi al-Alami,1243507861.0,Palestinian Territory,Stub,5.5,WESTERN ASIA
Raghib al-Nashashibi,1249734328.0,Palestinian Territory,Start,5.5,WESTERN ASIA
Ibrahim Nassar,1242026183.0,Palestinian Territory,Start,5.5,WESTERN ASIA
Nizar Awadallah,1247165748.0,Palestinian Territory,Start,5.5,WESTERN ASIA
Abdel Hafiz Nofal,1197647604.0,Palestinian Territory,C,5.5,WESTERN ASIA
Osama Al Saadawi,1242025783.0,Palestinian Territory,Start,5.5,WESTERN ASIA
Abd al-Sattar Qasim,1189278545.0,Palestinian Territory,Start,5.5,WESTERN ASIA
Wajeeh Qassim,1242025811.0,Palestinian Territory,Stub,5.5,WESTERN ASIA
Jibril Rajoub,1242906842.0,Palestinian Territory,GA,5.5,WESTERN ASIA
Abdullah Rimawi,1248662982.0,Palestinian Territory,GA,5.5,WESTERN ASIA
Kassim Rimawi,1245154719.0,Palestinian Territory,Start,5.5,WESTERN ASIA
Nabil Abu Rudeineh,1233713068.0,Palestinian Territory,Stub,5.5,WESTERN ASIA
Raed Salah,1242629866.0,Palestinian Territory,C,5.5,WESTERN ASIA
Azzam Shawwa,1179943461.0,Palestinian Territory,Stub,5.5,WESTERN ASIA
Mohammad Shtayyeh,1244378815.0,Palestinian Territory,C,5.5,WESTERN ASIA
Ahmad Shukeiri,1244906850.0,Palestinian Territory,C,5.5,WESTERN ASIA
As'ad Shukeiri,1233217410.0,Palestinian Territory,Start,5.5,WESTERN ASIA
Hikmat Zaid,1249317579.0,Palestinian Territory,C,5.5,WESTERN ASIA
Abbas Zaki,1250385725.0,Palestinian Territory,Start,5.5,WESTERN ASIA
Salim al-Za'nun,1232320404.0,Palestinian Territory,Start,5.5,WESTERN ASIA
Adel Zawati,1233403898.0,Palestinian Territory,Start,5.5,WESTERN ASIA
Ziad Al-Zaza,1149337843.0,Palestinian Territory,Stub,5.5,WESTERN ASIA
Tawfiq Ziad,1237270006.0,Palestinian Territory,C,5.5,WESTERN ASIA
Crispiano Adames,1179986072.0,Panama,Stub,4.5,CENTRAL AMERICA
